method_name                                        ,project_name  ,access_type,size_in_sloc,if_block_count,for_block_count,getter_or_setter
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append                                             ,apache_commons,public     ,2           ,0             ,0              ,other
append|as|object|to|string                         ,apache_commons,public     ,2           ,0             ,0              ,other
append|super                                       ,apache_commons,public     ,4           ,1             ,0              ,other
append|to|string                                   ,apache_commons,public     ,4           ,1             ,0              ,other
get|object                                         ,apache_commons,public     ,1           ,0             ,0              ,getter
get|string|buffer                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|style                                          ,apache_commons,public     ,1           ,0             ,0              ,getter
to|string                                          ,apache_commons,public     ,6           ,1             ,0              ,other
build                                              ,apache_commons,public     ,1           ,0             ,0              ,other
get|registry                                       ,apache_commons,null       ,1           ,0             ,0              ,getter
is|registered                                      ,apache_commons,null       ,2           ,0             ,0              ,other
register                                           ,apache_commons,null       ,7           ,2             ,0              ,other
unregister                                         ,apache_commons,null       ,9           ,3             ,0              ,other
append|super                                       ,apache_commons,public     ,1           ,0             ,0              ,other
append|to|string                                   ,apache_commons,public     ,11          ,3             ,0              ,other
append|start                                       ,apache_commons,public     ,8           ,2             ,0              ,other
append|end                                         ,apache_commons,public     ,5           ,1             ,0              ,other
remove|last|field|separator                        ,apache_commons,protected  ,14          ,3             ,1              ,other
append                                             ,apache_commons,public     ,7           ,1             ,0              ,other
append|internal                                    ,apache_commons,protected  ,82          ,24            ,0              ,other
append|cyclic|object                               ,apache_commons,protected  ,1           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append|summary                                     ,apache_commons,protected  ,3           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,3           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,13          ,2             ,1              ,other
reflection|append|array|detail                     ,apache_commons,protected  ,14          ,2             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,9           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,8           ,1             ,1              ,other
append|summary                                     ,apache_commons,protected  ,1           ,0             ,0              ,other
append|class|name                                  ,apache_commons,protected  ,8           ,2             ,0              ,other
append|identity|hash|code                          ,apache_commons,protected  ,5           ,1             ,0              ,other
append|content|start                               ,apache_commons,protected  ,1           ,0             ,0              ,other
append|content|end                                 ,apache_commons,protected  ,1           ,0             ,0              ,other
append|null|text                                   ,apache_commons,protected  ,1           ,0             ,0              ,other
append|field|separator                             ,apache_commons,protected  ,1           ,0             ,0              ,other
append|field|start                                 ,apache_commons,protected  ,4           ,1             ,0              ,other
append|field|end                                   ,apache_commons,protected  ,1           ,0             ,0              ,other
append|summary|size                                ,apache_commons,protected  ,3           ,0             ,0              ,other
is|full|detail                                     ,apache_commons,protected  ,4           ,1             ,0              ,other
get|short|class|name                               ,apache_commons,protected  ,1           ,0             ,0              ,getter
is|use|class|name                                  ,apache_commons,protected  ,1           ,0             ,0              ,other
set|use|class|name                                 ,apache_commons,protected  ,1           ,0             ,0              ,setter
is|use|short|class|name                            ,apache_commons,protected  ,1           ,0             ,0              ,other
set|use|short|class|name                           ,apache_commons,protected  ,1           ,0             ,0              ,setter
is|use|identity|hash|code                          ,apache_commons,protected  ,1           ,0             ,0              ,other
set|use|identity|hash|code                         ,apache_commons,protected  ,1           ,0             ,0              ,setter
is|use|field|names                                 ,apache_commons,protected  ,1           ,0             ,0              ,other
set|use|field|names                                ,apache_commons,protected  ,1           ,0             ,0              ,setter
is|default|full|detail                             ,apache_commons,protected  ,1           ,0             ,0              ,other
set|default|full|detail                            ,apache_commons,protected  ,1           ,0             ,0              ,setter
is|array|content|detail                            ,apache_commons,protected  ,1           ,0             ,0              ,other
set|array|content|detail                           ,apache_commons,protected  ,1           ,0             ,0              ,setter
get|array|start                                    ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|array|start                                    ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|array|end                                      ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|array|end                                      ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|array|separator                                ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|array|separator                                ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|content|start                                  ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|content|start                                  ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|content|end                                    ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|content|end                                    ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|field|name|value|separator                     ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|field|name|value|separator                     ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|field|separator                                ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|field|separator                                ,apache_commons,protected  ,4           ,1             ,0              ,setter
is|field|separator|at|start                        ,apache_commons,protected  ,1           ,0             ,0              ,other
set|field|separator|at|start                       ,apache_commons,protected  ,1           ,0             ,0              ,setter
is|field|separator|at|end                          ,apache_commons,protected  ,1           ,0             ,0              ,other
set|field|separator|at|end                         ,apache_commons,protected  ,1           ,0             ,0              ,setter
get|null|text                                      ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|null|text                                      ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|size|start|text                                ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|size|start|text                                ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|size|end|text                                  ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|size|end|text                                  ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|summary|object|start|text                      ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|summary|object|start|text                      ,apache_commons,protected  ,4           ,1             ,0              ,setter
get|summary|object|end|text                        ,apache_commons,protected  ,1           ,0             ,0              ,getter
set|summary|object|end|text                        ,apache_commons,protected  ,4           ,1             ,0              ,setter
read|resolve                                       ,apache_commons,private    ,1           ,0             ,0              ,other
read|resolve                                       ,apache_commons,private    ,1           ,0             ,0              ,other
read|resolve                                       ,apache_commons,private    ,1           ,0             ,0              ,other
read|resolve                                       ,apache_commons,private    ,1           ,0             ,0              ,other
read|resolve                                       ,apache_commons,private    ,1           ,0             ,0              ,other
read|resolve                                       ,apache_commons,private    ,1           ,0             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append                                             ,apache_commons,public     ,7           ,2             ,0              ,other
append|detail                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
append|detail                                      ,apache_commons,protected  ,18          ,4             ,0              ,other
is|json|array                                      ,apache_commons,private    ,1           ,0             ,0              ,other
is|json|object                                     ,apache_commons,private    ,1           ,0             ,0              ,other
append|value|as|string                             ,apache_commons,private    ,1           ,0             ,0              ,other
append|field|start                                 ,apache_commons,protected  ,4           ,1             ,0              ,other
read|resolve                                       ,apache_commons,private    ,1           ,0             ,0              ,other
is|open                                            ,apache_commons,public     ,1           ,0             ,0              ,other
is|closed                                          ,apache_commons,public     ,1           ,0             ,0              ,other
close                                              ,apache_commons,public     ,1           ,0             ,0              ,other
open                                               ,apache_commons,public     ,1           ,0             ,0              ,other
is|open                                            ,apache_commons,protected  ,1           ,0             ,0              ,other
change|state                                       ,apache_commons,protected  ,3           ,1             ,0              ,other
add|change|listener                                ,apache_commons,public     ,1           ,0             ,0              ,other
remove|change|listener                             ,apache_commons,public     ,1           ,0             ,0              ,other
opposite|state                                     ,apache_commons,public     ,1           ,0             ,0              ,other
opposite|state                                     ,apache_commons,public     ,1           ,0             ,0              ,other
get                                                ,apache_commons,public     ,8           ,2             ,0              ,other
get                                                ,apache_commons,public     ,7           ,1             ,0              ,other
get|external|executor                              ,apache_commons,public     ,1           ,0             ,0              ,getter
is|started                                         ,apache_commons,public     ,1           ,0             ,0              ,other
set|external|executor                              ,apache_commons,public     ,4           ,1             ,0              ,setter
start                                              ,apache_commons,public     ,12          ,2             ,0              ,other
get                                                ,apache_commons,public     ,9           ,0             ,0              ,other
get|future                                         ,apache_commons,public     ,4           ,1             ,0              ,getter
get|active|executor                                ,apache_commons,protected  ,1           ,0             ,0              ,getter
get|task|count                                     ,apache_commons,protected  ,1           ,0             ,0              ,getter
create|task                                        ,apache_commons,private    ,1           ,0             ,0              ,other
create|executor                                    ,apache_commons,private    ,1           ,0             ,0              ,other
call                                               ,apache_commons,public     ,7           ,1             ,0              ,other
get|wrapped|factory                                ,apache_commons,public     ,1           ,0             ,0              ,getter
get|naming|pattern                                 ,apache_commons,public     ,1           ,0             ,0              ,getter
get|daemon|flag                                    ,apache_commons,public     ,1           ,0             ,0              ,getter
get|priority                                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|uncaught|exception|handler                     ,apache_commons,public     ,1           ,0             ,0              ,getter
get|thread|count                                   ,apache_commons,public     ,1           ,0             ,0              ,getter
new|thread                                         ,apache_commons,public     ,3           ,0             ,0              ,other
initialize|thread                                  ,apache_commons,private    ,13          ,4             ,0              ,other
wrapped|factory                                    ,apache_commons,public     ,3           ,0             ,0              ,other
naming|pattern                                     ,apache_commons,public     ,3           ,0             ,0              ,other
daemon                                             ,apache_commons,public     ,2           ,0             ,0              ,other
priority                                           ,apache_commons,public     ,2           ,0             ,0              ,other
uncaught|exception|handler                         ,apache_commons,public     ,3           ,0             ,0              ,other
reset                                              ,apache_commons,public     ,5           ,0             ,0              ,other
build                                              ,apache_commons,public     ,3           ,0             ,0              ,other
initialize                                         ,apache_commons,protected  ,1           ,0             ,0              ,other
check|callable                                     ,apache_commons,private    ,1           ,0             ,0              ,other
extract|cause                                      ,apache_commons,public     ,5           ,1             ,0              ,other
extract|cause|unchecked                            ,apache_commons,public     ,5           ,1             ,0              ,other
handle|cause                                       ,apache_commons,public     ,4           ,1             ,0              ,other
handle|cause|unchecked                             ,apache_commons,public     ,4           ,1             ,0              ,other
checked|exception                                  ,apache_commons,null       ,2           ,0             ,0              ,other
throw|cause                                        ,apache_commons,private    ,6           ,2             ,0              ,other
initialize                                         ,apache_commons,public     ,1           ,0             ,0              ,other
initialize|unchecked                               ,apache_commons,public     ,5           ,0             ,0              ,other
put|if|absent                                      ,apache_commons,public     ,5           ,1             ,0              ,other
create|if|absent                                   ,apache_commons,public     ,8           ,2             ,0              ,other
create|if|absent|unchecked                         ,apache_commons,public     ,5           ,0             ,0              ,other
constant|future                                    ,apache_commons,public     ,1           ,0             ,0              ,other
is|done                                            ,apache_commons,public     ,1           ,0             ,0              ,other
get                                                ,apache_commons,public     ,1           ,0             ,0              ,other
get                                                ,apache_commons,public     ,1           ,0             ,0              ,other
is|cancelled                                       ,apache_commons,public     ,1           ,0             ,0              ,other
cancel                                             ,apache_commons,public     ,1           ,0             ,0              ,other
get|object                                         ,apache_commons,public     ,1           ,0             ,0              ,getter
get                                                ,apache_commons,public     ,1           ,0             ,0              ,other
hash|code                                          ,apache_commons,public     ,1           ,0             ,0              ,other
equals                                             ,apache_commons,public     ,8           ,2             ,0              ,other
to|string                                          ,apache_commons,public     ,1           ,0             ,0              ,other
get|opening|threshold                              ,apache_commons,public     ,1           ,0             ,0              ,getter
get|opening|interval                               ,apache_commons,public     ,1           ,0             ,0              ,getter
get|closing|threshold                              ,apache_commons,public     ,1           ,0             ,0              ,getter
get|closing|interval                               ,apache_commons,public     ,1           ,0             ,0              ,getter
check|state                                        ,apache_commons,public     ,1           ,0             ,0              ,other
increment|and|check|state                          ,apache_commons,public     ,1           ,0             ,0              ,other
increment|and|check|state                          ,apache_commons,public     ,1           ,0             ,0              ,other
open                                               ,apache_commons,public     ,2           ,0             ,0              ,other
close                                              ,apache_commons,public     ,2           ,0             ,0              ,other
perform|state|check                                ,apache_commons,private    ,14          ,1             ,0              ,other
update|check|interval|data                         ,apache_commons,private    ,1           ,0             ,0              ,other
change|state|and|start|new|check|interval          ,apache_commons,private    ,2           ,0             ,0              ,other
next|check|interval|data                           ,apache_commons,private    ,7           ,1             ,0              ,other
now                                                ,apache_commons,null       ,1           ,0             ,0              ,other
state|strategy                                     ,apache_commons,private    ,1           ,0             ,0              ,other
create|strategy|map                                ,apache_commons,private    ,4           ,0             ,0              ,other
get|event|count                                    ,apache_commons,public     ,1           ,0             ,0              ,getter
get|check|interval|start                           ,apache_commons,public     ,1           ,0             ,0              ,getter
increment                                          ,apache_commons,public     ,1           ,0             ,0              ,other
is|check|interval|finished                         ,apache_commons,public     ,1           ,0             ,0              ,other
is|state|transition                                ,apache_commons,public     ,1           ,0             ,0              ,other
fetch|check|interval                               ,apache_commons,protected  ,1           ,0             ,0              ,other
is|state|transition                                ,apache_commons,public     ,1           ,0             ,0              ,other
fetch|check|interval                               ,apache_commons,protected  ,1           ,0             ,0              ,other
get                                                ,apache_commons,public     ,10          ,2             ,0              ,other
compute                                            ,apache_commons,public     ,28          ,3             ,0              ,other
call                                               ,apache_commons,public     ,1           ,0             ,0              ,other
launder|exception                                  ,apache_commons,private    ,7           ,2             ,0              ,other
add|initializer                                    ,apache_commons,public     ,8           ,1             ,0              ,other
get|task|count                                     ,apache_commons,protected  ,5           ,0             ,0              ,getter
initialize                                         ,apache_commons,protected  ,21          ,1             ,0              ,other
get|initializer                                    ,apache_commons,public     ,1           ,0             ,0              ,getter
get|result|object                                  ,apache_commons,public     ,2           ,0             ,0              ,getter
is|exception                                       ,apache_commons,public     ,2           ,0             ,0              ,other
get|exception                                      ,apache_commons,public     ,2           ,0             ,0              ,getter
initializer|names                                  ,apache_commons,public     ,1           ,0             ,0              ,other
is|successful                                      ,apache_commons,public     ,1           ,0             ,0              ,other
check|name                                         ,apache_commons,private    ,5           ,1             ,0              ,other
get|threshold                                      ,apache_commons,public     ,1           ,0             ,0              ,getter
check|state                                        ,apache_commons,public     ,1           ,0             ,0              ,other
close                                              ,apache_commons,public     ,2           ,0             ,0              ,other
increment|and|check|state                          ,apache_commons,public     ,8           ,2             ,0              ,other
get|limit                                          ,apache_commons,public     ,1           ,0             ,0              ,getter
set|limit                                          ,apache_commons,public     ,1           ,0             ,0              ,setter
shutdown                                           ,apache_commons,public     ,9           ,3             ,0              ,other
is|shutdown                                        ,apache_commons,public     ,1           ,0             ,0              ,other
acquire                                            ,apache_commons,public     ,8           ,1             ,0              ,other
try|acquire                                        ,apache_commons,public     ,2           ,0             ,0              ,other
get|last|acquires|per|period                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|acquire|count                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|available|permits                              ,apache_commons,public     ,1           ,0             ,0              ,getter
get|average|calls|per|period                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|period                                         ,apache_commons,public     ,1           ,0             ,0              ,getter
get|unit                                           ,apache_commons,public     ,1           ,0             ,0              ,getter
get|executor|service                               ,apache_commons,protected  ,1           ,0             ,0              ,getter
start|timer                                        ,apache_commons,protected  ,7           ,0             ,0              ,other
run                                                ,apache_commons,public     ,1           ,0             ,0              ,other
end|of|period                                      ,apache_commons,null       ,5           ,0             ,0              ,other
prepare|acquire                                    ,apache_commons,private    ,6           ,2             ,0              ,other
acquire|permit                                     ,apache_commons,private    ,5           ,1             ,0              ,other
create                                             ,apache_commons,public     ,1           ,0             ,0              ,other
fire                                               ,apache_commons,public     ,1           ,0             ,0              ,other
add|listener                                       ,apache_commons,public     ,1           ,0             ,0              ,other
add|listener                                       ,apache_commons,public     ,6           ,2             ,0              ,other
get|listener|count                                 ,apache_commons,null       ,1           ,0             ,0              ,getter
remove|listener                                    ,apache_commons,public     ,2           ,0             ,0              ,other
get|listeners                                      ,apache_commons,public     ,1           ,0             ,0              ,getter
write|object                                       ,apache_commons,private    ,11          ,0             ,0              ,other
read|object                                        ,apache_commons,private    ,4           ,0             ,0              ,other
initialize|transient|fields                        ,apache_commons,private    ,3           ,0             ,0              ,other
create|proxy                                       ,apache_commons,private    ,1           ,0             ,0              ,other
create|invocation|handler                          ,apache_commons,protected  ,1           ,0             ,0              ,other
invoke                                             ,apache_commons,public     ,4           ,0             ,0              ,other
add|event|listener                                 ,apache_commons,public     ,9           ,0             ,0              ,other
bind|events|to|method                              ,apache_commons,public     ,2           ,0             ,0              ,other
invoke                                             ,apache_commons,public     ,7           ,2             ,0              ,other
has|matching|parameters|method                     ,apache_commons,private    ,1           ,0             ,0              ,other
add|context|value                                  ,apache_commons,public     ,2           ,0             ,0              ,other
set|context|value                                  ,apache_commons,public     ,2           ,0             ,0              ,setter
get|context|values                                 ,apache_commons,public     ,1           ,0             ,0              ,getter
get|first|context|value                            ,apache_commons,public     ,1           ,0             ,0              ,getter
get|context|entries                                ,apache_commons,public     ,1           ,0             ,0              ,getter
get|context|labels                                 ,apache_commons,public     ,1           ,0             ,0              ,getter
get|message                                        ,apache_commons,public     ,1           ,0             ,0              ,getter
get|raw|message                                    ,apache_commons,public     ,1           ,0             ,0              ,getter
get|formatted|exception|message                    ,apache_commons,public     ,1           ,0             ,0              ,getter
add|context|value                                  ,apache_commons,public     ,2           ,0             ,0              ,other
set|context|value                                  ,apache_commons,public     ,2           ,0             ,0              ,setter
get|context|values                                 ,apache_commons,public     ,1           ,0             ,0              ,getter
get|first|context|value                            ,apache_commons,public     ,1           ,0             ,0              ,getter
get|context|entries                                ,apache_commons,public     ,1           ,0             ,0              ,getter
get|context|labels                                 ,apache_commons,public     ,1           ,0             ,0              ,getter
get|message                                        ,apache_commons,public     ,1           ,0             ,0              ,getter
get|raw|message                                    ,apache_commons,public     ,1           ,0             ,0              ,getter
get|formatted|exception|message                    ,apache_commons,public     ,1           ,0             ,0              ,getter
add|context|value                                  ,apache_commons,public     ,2           ,0             ,0              ,other
set|context|value                                  ,apache_commons,public     ,8           ,1             ,1              ,setter
get|context|values                                 ,apache_commons,public     ,7           ,1             ,0              ,getter
get|first|context|value                            ,apache_commons,public     ,6           ,1             ,0              ,getter
get|context|labels                                 ,apache_commons,public     ,5           ,0             ,0              ,getter
get|context|entries                                ,apache_commons,public     ,1           ,0             ,0              ,getter
get|formatted|exception|message                    ,apache_commons,public     ,33          ,4             ,0              ,getter
get|cause                                          ,apache_commons,public     ,1           ,0             ,0              ,getter
get|cause                                          ,apache_commons,public     ,19          ,5             ,0              ,getter
get|cause|using|method|name                        ,apache_commons,private    ,14          ,1             ,0              ,getter
get|default|cause|method|names                     ,apache_commons,public     ,1           ,0             ,0              ,getter
get|message                                        ,apache_commons,public     ,6           ,1             ,0              ,getter
get|root|cause                                     ,apache_commons,public     ,2           ,0             ,0              ,getter
